Idade,Saiu_da_empresa,Viagens,Departamento,Distancia_de_casa,Educacao,Area_de_formacao,ID_funcionario,Genero,Nivel_posicao,Cargo,Estado_Civel,Renda_mensal,Num_empresas_trabalhou,Aumento_salarial_ultimo_ano_em_%,Nivel_opcao_acoes,Experiencia_anos,Qtd_treinamento_ultimo_ano,Anos_na_empresa,Anos_da_ultima_promocao,Anos_com_mesmo_Gerente
36,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Ciencias da Vida,1222,Masculino,1,Executivo de vendas,Casado,92040,6,23,1,17,2,7,7,7
35,Nao,Raramente,Recursos Humanos,3,4,Recursos Humanos,1223,Masculino,2,Gerente,Casado,32940,0,11,0,6,2,5,0,3
29,Nao,Raramente,Vendas,29,4,Ciencias da Vida,1224,Masculino,2,Tecnico de Laboratorio,Solteiro,21270,0,11,1,10,3,9,0,8
31,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,1225,Masculino,2,Tecnico de Laboratorio,Divorciado,39750,1,15,1,5,3,5,4,3
34,Nao,Raramente,Pesquisa e desenvolvimento,28,3,Formacao Tecnica,1226,Masculino,1,Tecnico de Laboratorio,Divorciado,107930,0,11,3,3,1,2,1,2
28,Sim,Raramente,Pesquisa e desenvolvimento,1,4,Ciencias da Vida,1227,Masculino,5,Diretor de pesquisa,Solteiro,100960,5,13,0,6,2,4,0,3
29,Nao,Raramente,Pesquisa e desenvolvimento,16,2,Ciencias da Vida,1228,Feminino,4,Tecnico de Laboratorio,Divorciado,36460,1,14,0,10,3,10,8,8
32,Nao,Raramente,Recursos Humanos,22,3,Recursos Humanos,1229,Feminino,2,Diretor de pesquisa,Divorciado,74460,0,19,0,7,3,6,0,5
22,Nao,Nao,Pesquisa e desenvolvimento,8,3,Ciencias da Vida,1230,Feminino,3,Executivo de vendas,Divorciado,108510,1,16,1,1,2,1,0,0
53,Nao,Raramente,Pesquisa e desenvolvimento,11,3,Medica,1231,Masculino,2,Gerente,Casado,21090,2,13,0,31,3,25,3,7
38,Nao,Raramente,Pesquisa e desenvolvimento,29,3,Ciencias da Vida,1232,Feminino,1,Diretor de Manufatura,Solteiro,37220,5,14,0,6,0,3,1,2
24,Nao,Nao,Pesquisa e desenvolvimento,1,5,Ciencias da Vida,1233,Masculino,3,Pesquisador,Divorciado,93800,0,16,0,5,2,4,1,3
36,Sim,Raramente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,1234,Masculino,1,Diretor de pesquisa,Solteiro,54860,7,12,1,10,2,5,0,3
34,Nao,Raramente,Vendas,24,3,Marketing,1235,Masculino,4,Pesquisador,Solteiro,27420,0,11,1,13,2,12,2,11
21,Nao,Raramente,Vendas,2,3,Ciencias da Vida,1236,Masculino,2,Diretor de Manufatura,Solteiro,137570,1,12,1,0,3,0,0,0
34,Sim,Raramente,Vendas,15,2,Marketing,1237,Feminino,2,Pesquisador,Solteiro,84630,2,13,0,8,2,4,1,3
53,Nao,Raramente,Vendas,2,1,Ciencias da Vida,1238,Masculino,5,Recursos Humanos,Divorciado,31620,4,15,0,26,4,14,4,8
32,Sim,Frequente,Pesquisa e desenvolvimento,10,3,Medica,1239,Feminino,2,Diretor de Manufatura,Solteiro,165980,1,13,0,10,2,10,6,7
42,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Formacao Tecnica,1240,Masculino,2,Tecnico de Laboratorio,Casado,66510,0,20,0,10,5,9,4,2
44,Nao,Raramente,Pesquisa e desenvolvimento,3,1,Ciencias da Vida,1241,Feminino,1,Diretor de Manufatura,Casado,23450,3,15,2,24,0,22,5,17
46,Nao,Raramente,Vendas,2,3,Ciencias da Vida,1242,Feminino,1,Pesquisador,Solteiro,34200,3,13,2,22,3,2,2,1
33,Nao,Raramente,Vendas,3,3,Medica,1243,Masculino,1,Diretor de Manufatura,Solteiro,43730,4,14,0,7,3,1,0,0
44,Nao,Raramente,Recursos Humanos,26,3,Ciencias da Vida,1244,Masculino,5,Representante de Saude,Casado,47590,2,21,0,9,2,4,1,3
30,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Formacao Tecnica,1245,Feminino,1,Pesquisador,Solteiro,53010,1,16,1,10,3,10,1,8
39,Sim,Raramente,Recursos Humanos,1,4,Medica,1246,Masculino,1,Executivo de vendas,Casado,36730,3,14,1,19,3,1,0,0
24,Sim,Raramente,Recursos Humanos,2,5,Recursos Humanos,1247,Masculino,3,Executivo de vendas,Casado,47680,2,11,1,6,2,2,2,0
43,Nao,Raramente,Vendas,9,5,Formacao Tecnica,1248,Feminino,1,Diretor de pesquisa,Divorciado,12740,1,19,0,6,3,5,1,4
50,Sim,Raramente,Pesquisa e desenvolvimento,12,4,Medica,1249,Masculino,1,Diretor de pesquisa,Casado,49000,1,11,0,3,3,3,0,2
35,Nao,Raramente,Vendas,2,4,Marketing,1250,Masculino,3,Diretor de Manufatura,Casado,104660,1,13,0,2,1,2,2,2
36,Nao,Raramente,Pesquisa e desenvolvimento,25,1,Ciencias da Vida,1251,Feminino,4,Executivo de vendas,Casado,170070,9,12,1,6,2,1,0,0
33,Nao,Frequente,Vendas,9,2,Marketing,1252,Masculino,4,Recursos Humanos,Casado,29090,2,11,0,10,2,5,1,3
35,Nao,Raramente,Pesquisa e desenvolvimento,10,1,Medica,1253,Masculino,1,Pesquisador,Divorciado,57650,1,14,1,1,2,1,0,0
27,Nao,Raramente,Vendas,8,2,Marketing,1254,Feminino,3,Pesquisador,Divorciado,45990,1,15,1,1,3,1,0,0
26,Sim,Raramente,Vendas,4,3,Marketing,1255,Masculino,2,Gerente,Solteiro,24040,1,12,0,1,6,1,0,1
27,Nao,Frequente,Vendas,24,3,Ciencias da Vida,1256,Masculino,4,Representante de Saude,Solteiro,31720,1,20,1,9,1,9,1,7
30,Nao,Frequente,Pesquisa e desenvolvimento,1,4,Medica,1257,Masculino,1,Pesquisador,Solteiro,20330,1,14,1,12,3,12,3,7
41,Sim,Raramente,Vendas,20,4,Marketing,1258,Masculino,2,Executivo de vendas,Casado,102090,1,13,1,23,2,22,15,8
34,Nao,Nao,Pesquisa e desenvolvimento,7,2,Formacao Tecnica,1259,Feminino,1,Pesquisador,Solteiro,86200,0,13,1,10,2,9,8,7
37,Nao,Raramente,Pesquisa e desenvolvimento,17,3,Ciencias da Vida,1260,Feminino,3,Executivo de vendas,Casado,20640,4,16,0,8,3,1,0,0
46,Nao,Frequente,Pesquisa e desenvolvimento,20,3,Formacao Tecnica,1261,Masculino,3,Executivo de vendas,Solteiro,40350,4,14,1,14,2,9,0,8
35,Nao,Raramente,Pesquisa e desenvolvimento,8,4,Medica,1262,Feminino,3,Pesquisador,Casado,38380,1,16,1,1,2,1,0,1
48,Sim,Raramente,Pesquisa e desenvolvimento,2,4,Formacao Tecnica,1263,Feminino,1,Executivo de vendas,Solteiro,45910,9,16,0,23,6,1,0,0
28,Sim,Raramente,Pesquisa e desenvolvimento,10,1,Medica,1264,Masculino,1,Executivo de vendas,Solteiro,25610,1,22,1,2,3,2,2,2
44,Nao,Raramente,Pesquisa e desenvolvimento,1,1,Medica,1265,Feminino,3,Pesquisador,Divorciado,15630,5,12,2,9,3,4,1,3
35,Nao,Nao,Pesquisa e desenvolvimento,5,4,Formacao Tecnica,1266,Feminino,3,Diretor de Manufatura,Casado,48980,2,15,2,10,2,4,2,3
26,Nao,Raramente,Pesquisa e desenvolvimento,4,4,Ciencias da Vida,1267,Feminino,3,Executivo de vendas,Casado,47890,7,20,1,5,2,2,0,0
33,Nao,Frequente,Vendas,29,4,Ciencias da Vida,1268,Feminino,1,Recursos Humanos,Solteiro,31800,1,14,1,15,2,15,8,12
35,Nao,Frequente,Pesquisa e desenvolvimento,15,3,Medica,1269,Masculino,3,Diretor de Manufatura,Casado,65490,1,20,0,9,3,9,1,8
35,Nao,Raramente,Recursos Humanos,3,2,Ciencias da Vida,1270,Feminino,1,Tecnico de Laboratorio,Casado,63880,3,13,0,4,6,2,2,2
31,Nao,Raramente,Vendas,10,2,Ciencias da Vida,1271,Feminino,2,Pesquisador,Divorciado,112440,3,12,1,10,3,7,1,7
37,Nao,Raramente,Vendas,4,3,Marketing,1272,Masculino,4,Recursos Humanos,Divorciado,160320,1,13,0,7,2,7,0,7
32,Nao,Raramente,Pesquisa e desenvolvimento,21,3,Outras,1273,Masculino,2,Executivo de vendas,Casado,23620,1,11,0,9,2,9,7,8
38,Nao,Frequente,Pesquisa e desenvolvimento,25,3,Medica,1274,Masculino,2,Diretor de Manufatura,Solteiro,163280,1,17,3,10,2,10,9,9
50,Nao,Raramente,Vendas,2,4,Marketing,1275,Feminino,4,Pesquisador,Divorciado,83760,5,14,3,29,2,27,13,8
59,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Formacao Tecnica,1276,Masculino,1,Tecnico de Laboratorio,Solteiro,166060,7,11,0,28,6,21,7,9
36,Nao,Raramente,Vendas,1,2,Marketing,1277,Feminino,2,Executivo de vendas,Divorciado,86060,1,14,2,17,3,17,12,8
55,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Medica,1278,Masculino,3,Pesquisador,Divorciado,22720,2,17,1,21,2,5,0,2
36,Nao,Frequente,Pesquisa e desenvolvimento,3,3,Ciencias da Vida,1279,Feminino,2,Tecnico de Laboratorio,Solteiro,20180,1,13,0,6,5,6,0,3
45,Nao,Raramente,Pesquisa e desenvolvimento,1,2,Medica,1280,Feminino,1,Executivo de vendas,Divorciado,70830,2,12,1,25,5,1,0,0
35,Nao,Frequente,Recursos Humanos,9,3,Outras,1281,Feminino,2,Representante de Vendas,Casado,40840,4,13,1,5,3,3,1,2
36,Sim,Raramente,Vendas,7,2,Ciencias da Vida,1282,Masculino,4,Tecnico de Laboratorio,Casado,144110,0,18,3,2,2,1,0,0
59,Nao,Frequente,Pesquisa e desenvolvimento,10,4,Ciencias da Vida,1283,Masculino,3,Pesquisador,Solteiro,23080,7,19,1,20,4,4,1,3
29,Nao,Raramente,Pesquisa e desenvolvimento,28,4,Ciencias da Vida,1284,Feminino,1,Representante de Vendas,Casado,48410,0,11,0,6,3,5,0,4
31,Nao,Raramente,Pesquisa e desenvolvimento,3,2,Medica,1285,Feminino,3,Executivo de vendas,Solteiro,42850,1,21,1,1,2,1,1,0
32,Nao,Raramente,Vendas,3,4,Ciencias da Vida,1286,Masculino,2,Diretor de Manufatura,Casado,97150,1,15,1,10,1,10,0,9
36,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,1287,Masculino,2,Representante de Vendas,Casado,43200,3,17,0,5,2,1,0,0
31,Nao,Raramente,Pesquisa e desenvolvimento,27,3,Medica,1288,Feminino,2,Diretor de pesquisa,Solteiro,21320,1,18,0,11,3,11,1,8
35,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Medica,1289,Masculino,2,Representante de Saude,Solteiro,101240,0,14,1,16,2,15,2,8
45,Nao,Raramente,Recursos Humanos,14,3,Recursos Humanos,1290,Feminino,1,Executivo de vendas,Casado,54730,4,13,0,17,3,0,0,0
37,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,1291,Feminino,3,Executivo de vendas,Solteiro,52070,4,17,3,16,3,5,0,2
46,Nao,Raramente,Pesquisa e desenvolvimento,9,3,Medica,1292,Masculino,3,Gerente,Divorciado,164370,8,15,1,16,0,4,0,2
30,Nao,Raramente,Vendas,18,3,Ciencias da Vida,1293,Masculino,4,Recursos Humanos,Casado,22960,1,18,1,10,2,10,3,0
35,Nao,Raramente,Pesquisa e desenvolvimento,20,4,Ciencias da Vida,1294,Feminino,3,Recursos Humanos,Solteiro,40690,1,13,0,6,5,6,0,4
55,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,1295,Feminino,2,Tecnico de Laboratorio,Casado,74410,3,12,1,24,4,1,1,0
38,Nao,Nao,Vendas,11,1,Marketing,1296,Masculino,2,Tecnico de Laboratorio,Divorciado,24300,7,13,2,17,2,13,1,9
34,Nao,Raramente,Pesquisa e desenvolvimento,8,2,Medica,1297,Masculino,1,Pesquisador,Casado,58780,1,14,0,5,1,5,1,3
56,Nao,Raramente,Recursos Humanos,2,1,Medica,1298,Masculino,2,Executivo de vendas,Solteiro,26440,4,11,1,37,2,6,0,2
23,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Medica,1299,Masculino,2,Tecnico de Laboratorio,Divorciado,64390,3,22,3,3,2,0,0,0
51,Nao,Raramente,Pesquisa e desenvolvimento,29,4,Ciencias da Vida,1300,Feminino,5,Diretor de Manufatura,Casado,24510,3,17,0,10,2,4,0,3
30,Nao,Raramente,Vendas,8,2,Formacao Tecnica,1301,Masculino,1,Representante de Vendas,Casado,63920,1,21,1,11,2,11,10,8
46,Sim,Raramente,Vendas,1,2,Medica,1302,Feminino,2,Pesquisador,Solteiro,97140,1,22,0,9,0,9,4,7
40,Nao,Frequente,Pesquisa e desenvolvimento,6,3,Medica,1303,Masculino,1,Representante de Saude,Casado,60770,1,16,2,22,2,22,11,11
51,Nao,Raramente,Pesquisa e desenvolvimento,8,4,Ciencias da Vida,1304,Feminino,5,Representante de Vendas,Solteiro,24500,0,12,1,11,2,10,1,0
30,Nao,Raramente,Pesquisa e desenvolvimento,9,3,Ciencias da Vida,1305,Masculino,1,Diretor de Manufatura,Divorciado,92500,1,12,3,11,0,11,2,7
46,Nao,Frequente,Pesquisa e desenvolvimento,12,1,Medica,1306,Masculino,1,Tecnico de Laboratorio,Casado,20740,2,15,1,21,3,10,9,5
32,Nao,Raramente,Vendas,15,3,Marketing,1307,Masculino,1,Pesquisador,Solteiro,101690,1,14,0,12,6,11,5,7
54,Nao,Raramente,Pesquisa e desenvolvimento,25,1,Medica,1308,Feminino,1,Tecnico de Laboratorio,Casado,48550,9,25,1,16,2,4,0,3
24,Nao,Raramente,Vendas,6,2,Marketing,1309,Masculino,2,Pesquisador,Casado,40870,0,20,3,4,1,3,0,2
28,Nao,Nao,Vendas,9,4,Medica,1310,Masculino,2,Tecnico de Laboratorio,Casado,23670,1,13,0,5,2,5,0,4
58,Nao,Raramente,Pesquisa e desenvolvimento,8,4,Ciencias da Vida,1311,Masculino,2,Executivo de vendas,Solteiro,29720,0,14,0,38,2,37,1,8
44,Nao,Nao,Pesquisa e desenvolvimento,23,2,Medica,1312,Feminino,1,Pesquisador,Casado,195860,4,16,0,17,3,3,1,2
37,Sim,Raramente,Recursos Humanos,9,3,Recursos Humanos,1313,Masculino,2,Representante de Saude,Divorciado,54840,NA,17,0,7,4,3,0,2
32,Nao,Raramente,Recursos Humanos,12,2,Recursos Humanos,1314,Feminino,1,Representante de Vendas,Solteiro,20610,1,15,1,1,2,1,0,0
20,Sim,Frequente,Vendas,4,4,Ciencias da Vida,1315,Feminino,2,Representante de Saude,Solteiro,99240,1,22,0,1,3,1,1,0
34,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Outras,1316,Masculino,4,Tecnico de Laboratorio,Solteiro,41980,1,22,1,16,2,16,2,10
37,Nao,Nao,Vendas,24,2,Ciencias da Vida,1317,Masculino,1,Pesquisador,Divorciado,68150,5,20,1,17,3,1,0,0
59,Nao,Nao,Pesquisa e desenvolvimento,12,2,Ciencias da Vida,1318,Masculino,2,Executivo de vendas,Casado,47230,9,14,0,30,0,3,2,2
50,Nao,Frequente,Pesquisa e desenvolvimento,3,4,Medica,1319,Masculino,4,Pesquisador,Casado,61420,3,13,2,28,3,8,0,7
25,Sim,Raramente,Vendas,10,1,Marketing,1320,Masculino,2,Diretor de pesquisa,Solteiro,82370,1,13,0,6,6,6,0,3
25,Nao,Raramente,Pesquisa e desenvolvimento,26,3,Formacao Tecnica,1321,Masculino,1,Tecnico de Laboratorio,Casado,88530,1,22,1,2,3,2,2,1
22,Nao,Raramente,Pesquisa e desenvolvimento,2,1,Ciencias da Vida,1322,Masculino,1,Representante de Vendas,Solteiro,193310,1,12,1,1,2,0,0,0
51,Nao,Frequente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,1323,Feminino,1,Executivo de vendas,Solteiro,20730,3,14,1,23,4,13,12,8
34,Sim,Frequente,Recursos Humanos,4,4,Ciencias da Vida,1324,Feminino,5,Executivo de vendas,Solteiro,55620,1,15,0,9,3,9,0,6
54,Nao,Nao,Pesquisa e desenvolvimento,9,3,Ciencias da Vida,1325,Masculino,1,Tecnico de Laboratorio,Solteiro,196130,2,17,0,23,5,5,4,4
24,Nao,Raramente,Pesquisa e desenvolvimento,2,1,Ciencias da Vida,1326,Masculino,2,Tecnico de Laboratorio,Casado,34070,0,13,1,6,4,5,1,2
34,Nao,Raramente,Vendas,4,3,Marketing,1327,Feminino,2,Representante de Vendas,Divorciado,50630,6,12,1,12,2,1,0,0
37,Nao,Raramente,Vendas,6,1,Formacao Tecnica,1328,Masculino,1,Tecnico de Laboratorio,Solteiro,46390,2,12,2,12,3,5,1,3
34,Nao,Raramente,Vendas,9,2,Medica,1329,Masculino,2,Representante de Saude,Solteiro,48760,2,21,1,14,3,11,5,8
36,Nao,Frequente,Recursos Humanos,7,3,Medica,1330,Masculino,1,Pesquisador,Casado,26900,0,11,0,10,1,9,2,8
36,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,1331,Feminino,2,Diretor de Manufatura,Divorciado,175670,5,13,0,7,6,1,0,0
43,Nao,Frequente,Pesquisa e desenvolvimento,3,4,Ciencias da Vida,1332,Masculino,1,Executivo de vendas,Casado,24080,1,12,1,25,3,25,4,12
30,Nao,Frequente,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,1333,Feminino,3,Representante de Saude,Divorciado,28140,1,24,0,10,2,10,0,9
33,Nao,Nao,Vendas,7,3,Ciencias da Vida,1334,Masculino,2,Executivo de vendas,Casado,112450,0,21,0,8,3,7,0,7
56,Sim,Raramente,Pesquisa e desenvolvimento,15,3,Ciencias da Vida,1335,Masculino,2,Tecnico de Laboratorio,Casado,33120,9,19,0,7,1,5,4,3
51,Nao,Raramente,Pesquisa e desenvolvimento,3,2,Outras,1336,Feminino,2,Representante de Vendas,Solteiro,190490,7,14,1,23,2,20,15,15
31,Sim,Raramente,Pesquisa e desenvolvimento,2,4,Formacao Tecnica,1337,Feminino,3,Executivo de vendas,Casado,21410,4,20,0,12,2,7,7,7
26,Nao,Raramente,Vendas,17,3,Medica,1338,Feminino,2,Gerente,Casado,57690,1,19,0,5,4,5,4,3
58,Sim,Raramente,Vendas,2,2,Medica,1339,Feminino,1,Pesquisador,Casado,43850,1,13,1,40,2,40,15,6
19,Sim,Raramente,Pesquisa e desenvolvimento,5,2,Ciencias da Vida,1340,Masculino,1,Gerente,Solteiro,53320,1,23,1,0,2,0,0,0
22,Nao,Raramente,Vendas,29,4,Formacao Tecnica,1341,Masculino,1,Executivo de vendas,Casado,46630,0,13,1,3,1,2,2,1
49,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,1342,Feminino,1,Executivo de vendas,Casado,47240,1,11,1,16,3,15,5,11
43,Nao,Frequente,Vendas,2,2,Ciencias da Vida,1343,Masculino,1,Executivo de vendas,Solteiro,32110,4,13,0,18,2,3,1,2
50,Nao,Frequente,Pesquisa e desenvolvimento,19,4,Ciencias da Vida,1344,Masculino,2,Executivo de vendas,Solteiro,53770,4,14,1,16,3,2,2,1
31,Sim,Raramente,Pesquisa e desenvolvimento,15,1,Medica,1345,Feminino,2,Executivo de vendas,Casado,40660,3,22,0,4,2,2,2,2
41,Nao,Raramente,Pesquisa e desenvolvimento,17,2,Outras,1346,Masculino,1,Diretor de Manufatura,Divorciado,52080,3,11,3,12,2,9,0,7
26,Nao,Raramente,Pesquisa e desenvolvimento,17,4,Ciencias da Vida,1347,Masculino,2,Executivo de vendas,Casado,48770,1,13,1,8,5,8,5,7
36,Nao,Raramente,Recursos Humanos,25,1,Recursos Humanos,1348,Masculino,2,Pesquisador,Divorciado,31170,6,21,1,7,2,3,0,1
51,Sim,Frequente,Pesquisa e desenvolvimento,6,3,Ciencias da Vida,1349,Feminino,1,Gerente,Solteiro,15690,2,11,0,18,2,4,0,3
39,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Ciencias da Vida,1350,Feminino,1,Pesquisador,Casado,196580,4,13,1,17,3,15,5,9
25,Nao,Raramente,Vendas,29,1,Medica,1351,Feminino,3,Pesquisador,Casado,30690,2,14,1,6,3,2,2,2
30,Nao,Raramente,Pesquisa e desenvolvimento,21,1,Medica,1352,Masculino,2,Tecnico de Laboratorio,Casado,104350,0,11,0,12,5,11,4,7
32,Sim,Raramente,Pesquisa e desenvolvimento,2,4,Ciencias da Vida,1353,Feminino,2,Diretor de pesquisa,Solteiro,41480,7,15,0,10,0,5,0,4
45,Nao,Raramente,Pesquisa e desenvolvimento,2,1,Formacao Tecnica,1354,Feminino,2,Representante de Saude,Solteiro,57680,5,23,1,9,4,6,0,3
38,Nao,Raramente,Pesquisa e desenvolvimento,7,4,Ciencias da Vida,1355,Feminino,2,Diretor de pesquisa,Solteiro,50420,3,16,1,19,4,3,2,2
30,Nao,Raramente,Vendas,13,3,Marketing,1356,Feminino,2,Tecnico de Laboratorio,Solteiro,57700,1,16,1,5,2,5,0,4
32,Nao,Frequente,Vendas,2,3,Marketing,1357,Masculino,3,Tecnico de Laboratorio,Divorciado,77560,0,21,0,9,3,8,0,7
30,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,1358,Feminino,3,Executivo de vendas,Divorciado,103060,5,13,0,8,5,3,2,2
30,Nao,Raramente,Vendas,9,3,Medica,1359,Masculino,2,Pesquisador,Solteiro,39360,0,11,1,6,3,5,1,2
41,Nao,Frequente,Vendas,10,2,Medica,1360,Feminino,3,Diretor de Manufatura,Divorciado,79450,4,12,1,21,6,7,7,7
41,Nao,Raramente,Pesquisa e desenvolvimento,10,4,Medica,1361,Masculino,4,Pesquisador,Casado,57430,2,12,3,7,2,5,1,4
19,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Outras,1362,Feminino,5,Diretor de Manufatura,Solteiro,152020,1,18,3,1,2,1,0,0
40,Nao,Frequente,Pesquisa e desenvolvimento,26,4,Medica,1363,Masculino,2,Diretor de Manufatura,Divorciado,54400,1,12,1,20,2,20,2,13
35,Nao,Raramente,Vendas,8,1,Marketing,1364,Feminino,3,Tecnico de Laboratorio,Casado,37600,1,14,3,10,2,10,0,6
53,Nao,Raramente,Vendas,14,2,Ciencias da Vida,1365,Feminino,5,Diretor de Manufatura,Casado,35170,2,12,1,13,1,7,4,5
45,Nao,Raramente,Vendas,1,4,Formacao Tecnica,1366,Masculino,1,Pesquisador,Divorciado,25800,8,17,3,20,3,17,0,15
32,Nao,Frequente,Vendas,2,2,Ciencias da Vida,1367,Feminino,1,Diretor de Manufatura,Solteiro,21660,1,19,1,9,4,9,3,7
29,Nao,Nao,Pesquisa e desenvolvimento,10,4,Formacao Tecnica,1368,Masculino,3,Representante de Saude,Casado,58690,1,11,1,10,6,10,0,9
51,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Outras,1369,Feminino,3,Diretor de pesquisa,Casado,80080,2,15,1,10,4,1,0,0
58,Nao,Raramente,Vendas,3,3,Marketing,1370,Feminino,1,Pesquisador,Casado,52060,4,11,3,9,4,1,0,0
40,Nao,Raramente,Pesquisa e desenvolvimento,11,2,Formacao Tecnica,1371,Masculino,4,Tecnico de Laboratorio,Casado,52950,7,18,0,15,4,12,2,11
34,Nao,Frequente,Vendas,24,4,Marketing,1372,Masculino,2,Diretor de Manufatura,Casado,164130,6,16,0,6,1,4,1,2
22,Nao,Raramente,Pesquisa e desenvolvimento,3,3,Medica,1373,Masculino,1,Tecnico de Laboratorio,Casado,132690,1,25,1,2,2,2,2,2
27,Nao,Nao,Pesquisa e desenvolvimento,3,3,Medica,1374,Masculino,1,Representante de Saude,Divorciado,27830,6,16,1,6,2,2,2,2
28,Nao,Raramente,Vendas,4,4,Ciencias da Vida,1375,Masculino,2,Representante de Saude,Casado,54330,1,13,1,5,4,5,0,2
57,Nao,Raramente,Pesquisa e desenvolvimento,3,3,Ciencias da Vida,1376,Masculino,2,Diretor de Manufatura,Divorciado,20130,3,14,1,12,5,5,1,4
27,Nao,Nao,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,1377,Masculino,1,Diretor de Manufatura,Divorciado,139660,1,19,0,1,1,1,0,1
50,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Ciencias da Vida,1378,Feminino,2,Diretor de Manufatura,Solteiro,43740,3,15,1,21,5,5,4,4
41,Nao,Raramente,Vendas,7,4,Marketing,1379,Masculino,4,Tecnico de Laboratorio,Divorciado,68420,4,12,1,13,3,9,1,8
30,Nao,Raramente,Recursos Humanos,1,4,Recursos Humanos,1380,Feminino,1,Gerente,Casado,174260,2,12,1,12,0,10,7,4
38,Nao,Raramente,Vendas,1,1,Medica,1381,Masculino,2,Tecnico de Laboratorio,Solteiro,176030,4,16,0,12,0,8,0,7
32,Nao,Raramente,Pesquisa e desenvolvimento,20,3,Medica,1382,Feminino,1,Diretor de Manufatura,Solteiro,45810,3,14,1,8,3,5,1,4
27,Nao,Raramente,Pesquisa e desenvolvimento,5,4,Medica,1383,Masculino,2,Representante de Saude,Casado,47350,0,13,0,6,2,5,1,1
19,Sim,Frequente,Pesquisa e desenvolvimento,10,2,Ciencias da Vida,1384,Masculino,2,Representante de Saude,Solteiro,41870,0,22,1,1,4,0,0,0
36,Nao,Frequente,Vendas,25,3,Marketing,1385,Feminino,2,Diretor de pesquisa,Solteiro,55050,4,21,2,13,3,8,7,2
30,Nao,Nao,Vendas,1,3,Medica,1386,Feminino,1,Executivo de vendas,Divorciado,54700,1,18,1,12,2,12,6,10
45,Nao,Raramente,Pesquisa e desenvolvimento,24,2,Medica,1387,Masculino,2,Executivo de vendas,Divorciado,54760,4,13,1,9,3,5,0,3
56,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Ciencias da Vida,1388,Masculino,4,Gerente,Divorciado,25870,4,12,0,19,2,2,2,2
33,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,1389,Masculino,1,Executivo de vendas,Solteiro,24400,0,18,3,4,4,3,0,2
19,Sim,Raramente,Pesquisa e desenvolvimento,8,2,Ciencias da Vida,1390,Masculino,2,Executivo de vendas,Solteiro,159720,1,21,0,1,2,1,1,0
46,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Formacao Tecnica,1391,Feminino,2,Tecnico de Laboratorio,Divorciado,153790,1,12,0,24,1,24,15,7
38,Nao,Raramente,Vendas,4,4,Ciencias da Vida,1392,Masculino,1,Diretor de Manufatura,Solteiro,70820,1,14,0,2,3,2,2,1
31,Nao,Raramente,Vendas,2,5,Ciencias da Vida,1393,Masculino,2,Representante de Vendas,Casado,27280,8,11,0,7,3,4,0,2
34,Nao,Raramente,Vendas,9,3,Marketing,1394,Feminino,2,Gerente,Solteiro,53680,2,14,1,9,2,3,1,2
41,Sim,Raramente,Pesquisa e desenvolvimento,18,4,Ciencias da Vida,1395,Masculino,5,Tecnico de Laboratorio,Solteiro,53470,1,24,1,4,1,4,0,2
50,Nao,Raramente,Vendas,19,4,Marketing,1396,Masculino,3,Executivo de vendas,Casado,31950,2,11,0,5,4,3,0,2
53,Nao,Raramente,Vendas,1,2,Ciencias da Vida,1397,Masculino,1,Gerente,Divorciado,39890,1,13,0,5,2,4,1,3
33,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Ciencias da Vida,1398,Masculino,1,Recursos Humanos,Casado,33060,1,11,3,8,6,8,1,6
40,Nao,Raramente,Pesquisa e desenvolvimento,11,3,Ciencias da Vida,1399,Feminino,2,Executivo de vendas,Casado,70050,1,20,2,21,2,20,9,9
